"Nama","Alamat","Telepon","Kategori_ID","Kategori_EN","Nomor_Keputusan","Tanggal_Keputusan","Nama_Produk","Tempat_Perizinan","Tanggal_Operasional","Keterangan_ID","Keterangan_EN","Lampiran","Status","Tipe","Barcode","Email","Website"
"PT Indorate Prima Javalas","ITC Mangga Dua Lt. Dasar Blok D No. 1A-B, Jl. Mangga Dua Raya, Pademangan, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/719/Jkt/Srt/B","09/10/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1216.002/0410","",""
"PT Pusat Valas Asia","Gedung ITC BSD Lantai Dasar Blok A3 no. 1 dan 2, Jl. Pahlawan Seribu No. 12, Kota Tangerang Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/3/KEP.GBI/Sr/2020","09/09/2020","","KPwBI Provinsi Banten","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1413.001/0075","",""
"PT Bali Masa Mudasi","Jl. Beraban No. 69, Lingk. Banjar Taman, Kel. Kerobokan Kelod, Kec. Kuta Utara, Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/12/KEP.GBI/Dpr/2020","08/26/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1405.001/0155","",""
"PT Sahla Berkah Bersama","Jl. Kramat Raya No. 23 F, Kramat, Senen, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/11/KEP.GBI/Jkt/2020","08/19/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1407.001/0441","",""
"PT Solusi Pasti Indonesia","Prudential Center - Kota Kasablanka Lt.5 Unit F-G, Jl. Kasablanka Raya Kav. 88, Jakarta 12870","(021) 50928595","QRIS","QRIS","22/449/DKSP/Srt/B","08/07/2020","","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","support@kaspro.id",""
"PT Awi Valuta Indonesia","Jl. Letkol M. Insya, Kelurahan Rajawali, Kecamatan Jambi Timur, Kota Jambi","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/1/KEP.GBI/JB/2020","08/07/2020","","KPwBI Provinsi Jambi","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1402.001/0003","",""
"PT Arta Raya Valasindo","Jl. Tempurejo 32, Surabaya","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/4/KEP.GBI/Sb/2020","08/04/2020","","KPwBI Provinsi Jawa Timur","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1404.001/0064","",""
"PT Indah Valuta Asing","Jl. MT. Haryono No. 17, Kel. Pasar Gambir, Tebing Tinggi","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/3/KEP.GBI/Mdn/2020","07/29/2020","","KPwBI Provinsi Sumatera Utara","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1403.001/0061","",""
"PT Siregar Jaya Valasindo","Jl. Diponegoro No.60 Kelurahan Kisaran Kota, Kabupaten Asahan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/4/KEP.GBI/Pms/2020","07/27/2020","","KPwBI Pematang Siantar","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1401.001/0007","",""
"PT Datacell Infomedia","Graha Astel, Jl. Pintu Air Raya No. 2A, Jakarta Pusat","(021) 3863333","QRIS","QRIS","22/425/DKSP/Srt/B","07/24/2020","Paydia","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","cs@paydia.id","https://paydia.id/merchant"
"PT Netzme Kreasi Indonesia","Satrio Tower, Lt. 24 Suite 24.3, Jl. Prof. Dr. Satrio Blok C4 No. 5, Kuningan Timur, Setiabudi, Jakarta Selatan","(021) 22513303","QRIS","QRIS","22/419/DKSP/Srt/B","07/23/2020","Netzme dan TokoNetzme","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","support@netzme.id","https://www.netzme.id"
"PT Nandy Valas Perkasa","Ruko Taman Palem Lestari Blok B17 No.68 Cengkareng, Jakarta","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/10/KEP.GBI/Jkt/2020","07/09/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1399.001/0439","",""
"PT Dolarindo Intravalas Primatama","Graha Matercella, Jl. Bintaro Utama Sektor 3A No. E-82, Kel. Pondok Raya, Kec. Pondok Aren, Tangerang","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/489/Jkt/Srt/B","07/08/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0152.012/0052","",""
"PT Hoki Jaya Valas","Mall Mangga Dua Square Lt. 1 Blok A No. 57, Jl. Gunung Sahari Raya No. 1 RT. 011/RW.006, Kel. Ancol Kec. Pademangan, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/9/KEP.GBI/Jkt/2020","07/08/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1397.001/0437","",""
"PT Inti Dunia Sukses ","Jl. Ancol Barat I No.9-10 Kelurahan Ancol, Kecamatan Pademangan, Jakarta Utara 14430","1500280","QRIS","QRIS","22/389/DKSP/Srt/B","07/07/2020","iSaku","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","cs@i-saku.com","https://www.i-saku.com"
"PT Kevin Valasindo","Equity Tower Blok LG-F, Jl. Jend. Sudirman Kav. 52-53, Senayan, Kebayoran Baru, Jakarta Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/476/Jkt/Srt/B","07/02/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0050.002/0008","",""
"PT Mitra Valas Perdana","Jl. K. No. 35 CC Pasar Teluk Gong, Kel. Penjagalan, Kec. Penjaringan, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/8/KEP.GBI/JKT/2020","07/02/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1398.001/0438","",""
"PT Pelita Transfer Nusantara","Estubizi Business Center, Grha Tirtadi lantai 2, Jl. Wolter Monginsidi No. 71, RT/RW. 1/4, Kel. Rawa Barat, Kec. Kebayoran Baru, Jakarta Selatan","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","22/283/Jkt/7","07/01/2020","","KPwBI Provinsi DKI Jakarta","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0025.001/0006","",""
"PT BPD Sumatera Selatan dan Bangka Belitung (d/h PT BPD Sumatera Selatan)","Jl. Gubernur H. Ahmad Bastari No. 7, Kel. Silaberanti Kec. Seberang Ulu I Jakabaring, Palembang","1500711","QRIS","QRIS","22/364/DKSP/Srt/B","06/23/2020","Bank Sumsel Babel Mobile Banking","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","bsb.helpdesk@banksumselbabel.com","https://www.banksumselbabel.com/"
"PT Sugi Internasional Valas","Apartemen Mediterania II, Tower Kenanga Shophouse 10, Jakarta","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/573/Bdl/Srt/B","06/10/2020","","KPwBI Provinsi Lampung","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0592.003/0005","",""
"PT Bank Tabungan Pensiunan Nasional (Persero), Tbk","Menara BTPN Lantai 12 CBD Mega Kuningan, Jl. Dr. Ide Anak Agung Gde Agung Kav. 5.5-5.6, Kel. Kuning Timur, Kec. Setiabudi, Kota Jakarta Selatan, DKI Jakarta","1500365","QRIS","QRIS","22/335/DKSP/Srt/B","06/03/2020","Jenius QR","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","","https://www.jenius.com/gethelp"
"PT Bali Hastie Indomalaya","Jl. Raya Kampus Unud, Lingkungan Karanganyar, Kel. Jimbaran, Kec. Kuta Selatan, kab. Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/917B/Dpr/Srt/B","06/03/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0712.011/0101","",""
"PT Binavalasindo Dolarasia Sejahtera Utama","Jl. Kisamaun No. 82 RT. 001/RW. 003, Kel. Sukasari, Kec. Tangerang, Kota Tangerang","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/352/Jkt/Srt/B","05/08/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0746.029/0272","",""
"PT Buana Media Teknologi","Jl. Ciputat Raya No. 28B, Kebayoran Lama Selatan, Jakarta Selatan 12240","(021)7254654","QRIS","QRIS","22/289/DKSP/Srt/B","05/05/2020","Gudang Voucher (GV e-money)","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","cs@gudangvoucher.com","https://www.gudangvoucher.com/?applymerchant=1"
"PT Prosegur Cash Indonesia Kantor Cabang Padang","Padang","","Penyelenggara Jasa Pengolahan Uang Rupiah","Rupiah Currency Management Services Providers","22/80/DPU/Srt/B","04/30/2020","","","","1.Distribusi Uang Rupiah; 2.Pemrosesan Uang Rupiah; 3.Penyimpanan Uang Rupiah di Khazanah; dan 4.Pengisian, pengambilan dan/atau pemantauan kecukupan Uang Rupiah pada antara lain Automated Teller Machine (ATM), Cash Deposit Machine (CDM) dan/atau Cash Recycling Machine (CRM).","","","Berizin (Telah Operasional)","","","",""
"PT BPD Nusa Tenggara Timur","Jl. WJ. Lalamentik No. 102, Kupang","14013","QRIS","QRIS","22/254/DKSP/Srt/B","04/14/2020","NTT Pay","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","merchantbeta@bpdntt.co.id","http://bpdntt.co.id/"
"PT Artha Kencana Valutindo","Jl H. Misbah No. 1 Kisaran Kota, Kec. Kisaran Barat, Kabupaten Asahan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/2/KEP.GBI/Pms/2020","04/07/2020","","KPwBI Pematang Siantar","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1390.001/0004","",""
"PT Nusapera Vipraka Persada","Dusun Gili Trawangan, Desa Gili Indah, Kecamatan Pemenang, Kab. Lombok Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/01/KEP.GBI/Mtr/2020","04/07/2020","","KPwBI Provinsi Nusa Tenggara Barat","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1394.001/0020","",""
"PT Sinar Terang Valas","Pasar Rawa Badak AL01 BKS/053, Jl. Anggrek RT.003/012, Kel. Rawa Badak Utara, Kec. Koja, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/6/KEP.GBI/Jkt/2020","04/02/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1393.001/0436","",""
"PT MNC Teknologi Nusantara","iNews Tower lantai 2, MNC Center, Jalan Kebon Sirih No. 17-19, Jakarta","1500899 (ext. 4)","QRIS","QRIS","22/225/DKSP/Srt/B","03/31/2020","MotionPay","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","cs@motionpay.id","https://www.motionpay.id/"
"PT Bali Nafas Valasindo","Jl. Raya Kerobokan No. 86X, Kuta, Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/511a/Dpr/Srt/B","03/31/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1395.001/0154","",""
"PT Mitra Bersaudara Valasindo","Gedung Gondangdia Lama 25, Jl. R.P. Soeroso No. 25, RT. 009/RW. 005, Kel. Cikini, Kec. Menteng, Jakarta Pusat","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/5/KEP.GBI/Jkt/2020","03/27/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1389.001/0435","",""
"PT Asia Pelangi Remiten","Epiwalk lt. 5 No. B-511 dan B-539, Jl. HR. Rasuna Said, Epicentrum, Kuningan, Jakarta Selatan","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","22/282/Jkt/6 ","03/26/2020","","KPwBI Provinsi DKI Jakarta","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0025.001/0009","",""
"PT Pura Kencana Artha Prima","Jl. Kaliurang KM.6, Jl. Pandega Padma No.6, Sleman","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/8/KEP.GBI/Yk/2020","03/24/2020","","KPwBI Provinsi DI Yogyakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1391.001/0023","",""
"PT Bali Maspintjinra AMC","Jl. Raya Candikuning Km. 50, Br. Candikuning 2, Kec. Baturiti, Kabupaten Tabanan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/471/Dpr/Srt/B","03/18/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0026.021/0005","",""
"PT Bali Top Changer","Jl. Pantai Kuta No. 21 - 30, Kuta, Kab. Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/469/Dpr/Srt/B","03/18/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1036.003/0138","",""
"PT Chandra Nuansa Mandiri","Jl. Main Gate No. 15,  BTDC Area Nusa Dua, Kab. Badung ","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/468/Dpr/Srt/B","03/18/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0233.067/0025","",""
"PT Bimasakti Multi SInergi","Graha Bimasakti, Jl Delta Raya Utara Kav. 49-51, Deltasari Baru Sidoarjo, Jawa Timur 61256","(031)8532580","QRIS","QRIS","22/210/DKSP/Srt/B","03/17/2020","SpeedCash","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","partnership@bm.co.id","https://www.speedcash.co.id/qris/"
"PT Maju Berkah Valasindo","Jalan Pantai Indah Utara I, Fresh Market Lantai Upper Ground No. KGC/060, Kel. Kamal Muara, Kec. Penjaringan, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/4/KEP.GBI/Jkt/2020","03/16/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1387.001/0434","",""
"PT Finnet Indonesia","Telkom Landmark Tower, Lantai 28, Jl. Jend Gatot Subroto Kav. 52, RT/RW.004/001, Kelurahan Kuningan Barat, Kecamatan Mampang Prapatan, Jakarta Selatan 12710","1500770","QRIS","QRIS","22/184/DKSP/Srt/B","03/12/2020","Finpay Money","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","qris@finpay.id","https://www.finpay.id/"
"PT BPD Jawa Timur (BPD Jatim)","Jl. Basuki Rachmad 98-104, Surabaya 50271","14044","QRIS","QRIS","22/181/DKSP/Srt/B","03/11/2020","Jatim Code (Fitur Bank Jatim Mobile Banking)","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","infobankjatim14044@bankjatim.co.id","http://bankjatim.co.id/id/daftarmerchanqris"
"PT Bank Syariah Indonesia ","Gedung BRI Syariah Lt.2, Jl. Abdul Muis No. 2-4, Jakarta Pusat","14040","QRIS","QRIS","22/182/DKSP/Srt/B","03/11/2020","Mandiri Syariah Mobile","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","pendaftaranqr@bsm.co.id","https://bsimobile.co.id/fitur_layanan/qris/"
"PT Nusa Satu Inti Artha ","Menara Mulia Lantai 8, Jl. Jend. Gatot Subroto Kav. 9-11, Jakarta 12930","1500963","QRIS","QRIS","22/171/DKSP/Srt/B","03/05/2020","DokuPay","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","care@doku.com","https://www.doku.com/qris"
"PT Bintang Jasa Artha Kelola","Jakarta","","Penyelenggara Jasa Pengolahan Uang Rupiah","Rupiah Currency Management Services Providers","22/ 2/Kep.Kadep/DPU/2020 ","03/05/2020","","","","1.Distribusi Uang Rupiah; 2.Pemrosesan Uang Rupiah; 3.Penyimpanan Uang Rupiah di Khazanah; dan 4.Pengisian. pengambilan dan/atau pemantauan kecukupan Uang Rupiah pada antara lain Automated Teller Machine (ATM), Cash Deposit Machine (CDM) dan/atau Cash Recycling Machine (CRM)","","","Berizin (Telah Operasional)","","","",""
"PT Sariah Jaya Valas","Bekasi Cyber Park Lt. LG A3/08, Jl. KH. Noer Ali No. 177, Bekasi Selatan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/3/KEP.GBI/Jkt/2020","03/04/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1386.001/0433","",""
"PT Bank Jabar dan Banten","Jl. Naripan No. 12-14 Bandung 40111","14049","QRIS","QRIS","22/156/DKSP/Srt/B","03/02/2020","bjb DigiCash, bjb Mobile","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","merchant@bankbjb.co.id","https://www.bankbjb.co.id/"
"PT Bali Bagus Mesari","Jl. Raya Pengosekan Kelod Mas Ubud Gianyar","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/2/KEP.GBI/Dpr/2020","02/27/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1385.001/0153","",""
"PT Dunia Vallas","Jl. Raya Campuhan Lingk. Kaja Kec. Ubud, Kab. Gianyar","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/328/Dpr/Srt/B","02/27/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0855.008/0115","",""
"PT Semangat Anak Rantau","Jl. Kunti 1, Lingkungan Basangkasa, Kel. Seminyak, Kec. Kuta, Kab. Badung","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/327/Dpr/Srt/B","02/27/2020","","KPwBI Provinsi Bali","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0977.035/0007","",""
"PT Jaya Utama Valasindo","Jl. Ruko Metro Broadway Blok B No. 8, Kel. Kapuk Muara, kec. Penjaringan, Jakarta Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/2/KEP.GBI/Jkt/2020","02/26/2020","","KPwBI Provinsi DKI Jakarta","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1384.001/0432","",""
"PT Hana Sukses Sejahtera","Jl. Raya Perancis No. 288, Ruko Mutiara Kosambi 2 Blok A-6, Kel. Benda Kec. Benda, Kota Tangerang","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/2/KEP.GBI/Sr/2020","02/20/2020","","KPwBI Provinsi Banten","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1382.001/0072","",""
"PT Win Win Valasindo","Kios No. LD 029 Lantai Dasar Sekupang Ferry Terminal Internasional Kel. Tanjung Punggur , Kec Sekupang Batam","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/270/Btm/Srt/B","02/20/2020","","KPwBI Provinsi Kepulauan Riau","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0616.003/0086","",""
"PT Putrajaya Mitra Mandiri","Jl. Sultan Serdang / Jl. Besar Batang Kuis Kampung Sena Deli Serdang 20372","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/1/KEP.GBI/Mdn/2020","02/19/2020","","KPwBI Provinsi Sumatera Utara","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1388.001/0060","",""
"PT Anggun Jaya Valashokindo","Ruko Sentra Prima PDD No. 34 Jl. Sutorejo Prima Utara","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/1/KEP.GBI/Sb/2020","02/19/2020","","KPwBI Provinsi Jawa Timur","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1392.001/0063","",""
"PT Solo Baru Valasindo","Jl. Imam Bonjol No.158, Kisaran Barat, Kab. Asahan","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/104/Pms/Srt/B","02/18/2020","","KPwBI Pematang Siantar","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","0035.002/0001","",""
"PT Amanah Antar Arta","Jl. Raya Pangeran Drajat no. 301, Drajat Kesambi, Kota Cirebon","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","22/278/Cn/11 ","02/17/2020","","KPwBI Cirebon","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0005.001/0008","",""
"PT Bank UOB Indonesia, Tbk (d/h PT Bank UOB Buana)","UOB Plaza, Jl. MH. Thamrin No. 10, Jakarta 10230","14008","QRIS","QRIS","22/93/DKSP/Srt/B ","02/11/2020","TMRW","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","pib_all@uob.co.id","https://www.uob.co.id/personal/hubungi-kami.page"
"PT Tunas Artha Gardatama Kantor Cabang Ambon","Ambon","","Penyelenggara Jasa Pengolahan Uang Rupiah","Rupiah Currency Management Services Providers","22/10/DPU/Srt/B","02/06/2020","","","","1.Distribusi Uang Rupiah; 2.Pemrosesan Uang Rupiah; 3.Penyimpanan Uang Rupiah di Khazanah; dan 4.Pengisian, pengambilan dan/atau pemantauan kecukupan Uang Rupiah pada antara lain Automated Teller Machine (ATM), Cash Deposit Machine (CDM) dan/atau Cash Recycling Machine (CRM).","","","Berizin (Telah Operasional)","","","",""
"PT Tunas Artha Gardatama Kantor Cabang Ternate","Ternate","","Penyelenggara Jasa Pengolahan Uang Rupiah","Rupiah Currency Management Services Providers","22/10/DPU/Srt/B","02/06/2020","","","","1.Distribusi Uang Rupiah; 2.Pemrosesan Uang Rupiah; 3.Penyimpanan Uang Rupiah di Khazanah; dan 4.Pengisian, pengambilan dan/atau pemantauan kecukupan Uang Rupiah pada antara lain Automated Teller Machine (ATM), Cash Deposit Machine (CDM) dan/atau Cash Recycling Machine (CRM).","","","Berizin (Telah Operasional)","","","",""
"PT Tunas Artha Gardatama Kantor Cabang Makassar","Makassar","","Penyelenggara Jasa Pengolahan Uang Rupiah","Rupiah Currency Management Services Providers","22/10/DPU/Srt/B","02/06/2020","","","","1.Distribusi Uang Rupiah; 2.Pemrosesan Uang Rupiah; 3.Penyimpanan Uang Rupiah di Khazanah; dan 4.Pengisian, pengambilan dan/atau pemantauan kecukupan Uang Rupiah pada antara lain Automated Teller Machine (ATM), Cash Deposit Machine (CDM) dan/atau Cash Recycling Machine (CRM).","","","Berizin (Telah Operasional)","","","",""
"PT Tunas Artha Gardatama Kantor Cabang Kendari","Kendari","","Penyelenggara Jasa Pengolahan Uang Rupiah","Rupiah Currency Management Services Providers","22/10/DPU/Srt/B","02/06/2020","","","","1.Distribusi Uang Rupiah; 2.Pemrosesan Uang Rupiah; 3.Penyimpanan Uang Rupiah di Khazanah; dan 4.Pengisian, pengambilan dan/atau pemantauan kecukupan Uang Rupiah pada antara lain Automated Teller Machine (ATM), Cash Deposit Machine (CDM) dan/atau Cash Recycling Machine (CRM).","","","Berizin (Telah Operasional)","","","",""
"PT BPD Sumatera Barat(Bank Nagari)","Jl. Pemuda No. 21, Padang 25117","(0751)315770","QRIS","QRIS","22/83/DKSP/Srt/B ","02/05/2020","QRIS Nagari Mobile Banking","Departemen Kebijakan Sistem Pembayaran","","Penyelenggara QRIS","QRIS Operators","","Berizin (Telah Operasional)","","","","https://www.banksumselbabel.com/"
"PT Bintoro Putra Valas","Jl. Sultan Fatah 918, Bintoro, Demak","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/1/KEP.GBI/Sm/2020","01/29/2020","","KPwBI Provinsi Jawa Tengah","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1380.001/0027","",""
"PT Arta Valuta Mandiri","Jl. Imam Bonjol No.19, Lumajang","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/1/KEP.GBI/Jr/2020","01/29/2020","","KPwBI Jember","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1383.001/0009","",""
"PT Sunrate Commercial Services","Sahid Sudirman Center Lt. 11 Suite A, Jl. Jend. Sudirman Kav. 86, RT/RW. 010/011, Kel. Karet Tengsin, Jakarta Pusat","","Penyedia Jasa Pembayaran - Kategori Izin 3","Payment Service Provider - License Category 3","22/279/Jkt/5","01/29/2020","","KPwBI Provinsi DKI Jakarta","","Layanan Remitansi","Remittance Services","","Berizin (Telah Operasional)","ptd","0025.001/0005","",""
"PT Rajawali Valasindo Selaras","Ruko Tangerang City Blok E No. 36 Lantai 2-3, Jl. Raya Sudirman No. 1 Kel. Babakan, Kec. Babakan, Kota Tangerang","","Kegiatan Usaha Penukaran Valuta Asing","Non Bank Money Changer Operators","22/1/KEP.GBI/Sr/2020","01/28/2020","","KPwBI Provinsi Banten","","Penyelenggara KUPVA","Non Bank Money Changer Operators","","Berizin (Telah Operasional)","pva","1381.001/0073","",""
